PAYER NAME,PAYER ID
New Century Health - CarePlus Urology Lab,NCHUR
New Century Health - Devoted Health Cardiology,NCHCA
New Century Health - Devoted Health Oncology,NCHON
New Century Health - Florida Blue Medicare - Radiation Oncology,NCHON
New Century Health - Florida Blue Medicare – Oncology,NCHOR
New Century Health - HealthSun Cardiology,NCHCA
New Century Health - HealthSun Oncology,NCHON
New Century Health - Humana Oncology,NCHON
New Century Health - Humana Radiation Oncology,NCHON
New Century Health - Simply Health Care Cardiology,NCHCA
New Century Health - Simply Health Care Oncology,NCHON
New Century Health - Simply Health Care Radiation Oncology,NCHON
New Century Health - Vista Cardiology - Summit,NCHCA
New Century Health – CAC Centers,NCHCA
New Century Health – Cigna Medical Group AZ,NCHON
New Century Health Solutions - CarePlus Oncology,NCHON
New Century Health Solutions - Vista Oncology,NCHON
New Century Health Solutions – CarePlus Radiation Oncology,NCHON
New Century Health Solutions – Vista Radiation Oncology,NCHON
New Directions Behavioral Health (NDBH),NDX99
New Directions Behavioral Health (NDBH),NDX99
New England Dental Administrators,43351
"New England, The",66893
"New England, The",66893
New Era Employee Welfare Benefit,76031
New Era Employee Welfare Benefit,76031
New Era Life,75281
New Era Life,75281
New Era Life - Employee Benefit Plans,96396
New Era Life - Employee Benefit Plans,96396
New Era Life Insurance Company,98798
New Era Life Insurance Company,98798
New Era Life Insurance Company,98798
New Era Life Insurance Company,NEWERA
New Hampshire Healthy Families (Centene),68069
New Hampshire Healthy Families (Centene),68069
New Hampshire Healthy Families (Centene),68069
New Hampshire Healthy Families (Centene),NH-HLTHFAM
New Hampshire Healthy Families (Centene),NH-HLTHFAM
New Jersey Manufacturing (NJM),12122
New Jersey Manufacturing (NJM) - Auto,C1048
"New Life Medical Group, Inc.",HSM01
"New Life Medical Group, Inc.",HSM01
New Mexico District Council of Carpenters,74234
New Mexico Mutual,J2147
New Mexico Painters & Allied Trades Local #823,74234
New Mexico West Texas Multi-Craft,74234
New York Black Car Fund,J3309
New York City Fire Department (FDNY),J4151
New York City Transit (New York MTA) - CORVEL,J4191
New York Department of Sanitation DSNY,J4219
New York Hotel Trade Council,7707C
New York Hotel Trade Council,7707C
New York Medical Indemnity Fund,NYDFS
New York Network Management,11334
New York Network Management,11334
New York Preferred Care (MVP),NY-PREF-CARE
New York State Insurance Fund (NYSIF),45052
Next Level Administration ,J2331
Next Level Health Partners,81085
Next Level Health Partners,81085
NextBlue,55892
NextBlue,55892
NextBlue,NEXTBLUE
Nexus Health Medical Group,NEX01
Nexus Health Medical Group,NEX01
Nexus IPA (ProCare MSO),PCMSO
Nexus IPA (ProCare MSO),PCMSO
NGS American,38225
NGS American,38225
NGS American,38225
NHC Advantage,NHC01
NHC Advantage,NHC01
"Nike, Inc - CORVEL",J2175
Nippon Life Benefits,NIPON
Nippon Life Insurance Company of America,81264
Nippon Life Insurance Company of America,81264
Nippon Life Insurance Company of America,81264
Nippon Life Insurance Company of America,NIPPON
Nivano Physicians IPA,MBA01
Nivano Physicians IPA,MBA01
Nivano Physicians IPA,MBA01
NJ Carpenters Health Fund,22603
NJ Carpenters Health Fund,22603
NJ Property Liability Ins Guaranty,J3926
Noble AMA Select IPA,PDT01
Noble AMA Select IPA,PDT01
Noble AMA Select IPA,PDT01
Noble Community Medical Associates LA,CAPMN
Noble Community Medical Associates LA,CAPMN
Noble Community Medical Associates LA,CAPMN
Noble Mid OC Orange County  (Health Smart),HSM01
Noble Mid OC Orange County  (Health Smart),HSM01
Nomi Health,1NOMI
Nomi Health,1NOMI
Nomi Health,1NOMI
Nonprofit Insurance Trust,J1845
"Nordstrom, Inc.",J1360
Norfolk & Dedham Group,C1096
Norfolk Public Schools (VA) - CORVEL,J3740
NorGUARD Insurance Company - Guard DBA,J1453
"North America Administrators (NAA) - Nashville, Tennessee",65085
"North America Administrators (NAA) - Nashville, Tennessee",65085
"North America Administrators (NAA) - Nashville, Tennessee",65085
North American Administrators,64157
North American Administrators,64157
North American Administrators,64157
North Broward Hospital District,37314
North Broward Hospital District,37314
North Carolina Insurance Guaranty Association,J1906
North East Independent School District (NEISD),J1872
"North East Medical Services	(NEMS)",NEMS1
"North East Medical Services	(NEMS)",NEMS1
"North East Medical Services	(NEMS)",NEMS1
"North East Medical Services	(NEMS)",NEMS1
North River Insurance Company,31348
North Shore - LIJ CareConnect Insurance Company,46227
North Star Mutual Insurance Co. - CORVEL,J2356
North Texas Healthcare Network,75250
North Texas Healthcare Network,75250
North West Administrators (FCHN),91131
North West Administrators (FCHN),91131
North West Orange County Medical Group,PROSP
North West Orange County Medical Group,PROSP
Northeast Carpenters Funds,22603
Northeast Carpenters Funds,22603
NorthEast Delta Dental,02027
Northeast Georgia Health Services,58169
Northeast Georgia Health Services,58169
Northeast Iowa Area Agency,72690
Northeast Iowa Area Agency,72690
Northern California Advantage Medical Group  (NCAMG),NCA01
Northern California Advantage Medical Group  (NCAMG),NCA01
Northern California Physicians Groups Inc,NCPG1
Northern California Physicians Groups Inc,NCPG1
Northern Illinois Health Plan,36347
Northern Illinois Health Plan,36347
Northern Kentucky University,J1943
Northern Nevada Operating Engineers Health and Welfare,88027
Northern Nevada Operating Engineers Health and Welfare,88027
Northern Nevada Operating Engineers Health and Welfare,88027
Northern Nevada Trust Fund (Benefit Plan Admin),88027
Northern Nevada Trust Fund (Benefit Plan Admin),88027
Northern Nevada Trust Fund (Benefit Plan Admin),88027
Northland Auto,C1031
Northwell Direct,88987
Northwell Direct,88987
Northwest Diagnostic Clinic (NWDC),NWDC
Northwestern Medicine Physicians Network,23550
Northwestern Medicine Physicians Network,23550
Northwestern Medicine Physicians Network,NWEST
Northwestern Medicine Physicians Network,NWEST
Northwood Healthcare,NWOOD
"Nova Healthcare Administrators, Inc.",16644
"Nova Healthcare Administrators, Inc.",16644
"Nova Healthcare Administrators, Inc.",NOVAHLTH
Nova Saiph Re,J3881
NovaSys Health (Centene),68069
NovaSys Health (Centene),68069
NovaSys Health (Centene),68069
NovaSys Health (Centene),NOVASYS
NovaSys Health (Centene),NOVASYS
NP PHP Commercial,PHMD1
NP PHP Medicare,PHMD2
NP PHP OHP,PHMD3
NP Yamhill County CCO,PHMD4
NTCA - National Telecommunications Cooperative Association,52103
NTCA - National Telecommunications Cooperative Association,52103
Nuestra Familia Medical Group,PROSP
Nuestra Familia Medical Group,PROSP
NX Health Network,44412
NX Health Network,44412
NXT IPA,NXTOA
NXT IPA,NXTOA
NXT IPA - Guidant,NXT01
NXT IPA - Guidant,NXT01
NYC Law Department,J4253
O'Reilly Auto Parts,J1670
Oak River Insurance Company (Member of BHHC),20044
Oasis IPA (Regal),DESRT
Oasis IPA (Regal),DESRT
"Oceans Acquisition, Inc. - CORVEL",J3754
Ochsner Health Plan,61101
Ochsner Health Plan,61101
Ochsner Health Plan,OCHSNER
OEA Choice Trust,OEACHOICE
Ogden Benefits Administration (EBC),OBA16
Ogden Benefits Administration (EBC),OBA16
Ogden Benefits Administration (EBC),OBA16
Ohana Health Plan,14163
Ohana Health Plan,14163
Ohana Health Plan,14163
Ohana Health Plan,OHANA
Ohio Casualty Insurance,24074
Ohio Health Choice PPO,34189
Ohio Health Choice PPO,34189
Ohio PPO Connect,74431
Ohio PPO Connect,74431
Ohio PPO Connect,74431
Ohio Valley HMO Cincinnati,OVHC
OhioHealthy,48116
OhioHealthy,48116
OhioRISE - Aetna Better Health of Ohio,45221
OhioRISE - Aetna Better Health of Ohio,45221
OhioRISE - Aetna Better Health of Ohio,45221
OhioRISE - Aetna Better Health of Ohio,AETNA-OHRISE
Ojai Valley Community Medical Group,SVIPA
Ojai Valley Community Medical Group,SVIPA
Ojai Valley Community Medical Group,SVIPA
Oklahoma Complete Health (Centene),68069
Oklahoma Complete Health (Centene),68069
Oklahoma Complete Health (Centene),68069
Oklahoma Complete Health (Centene),OKLAHOMA-CH
Oklahoma Complete Health (Centene),OKLAHOMA-CH
Oklahoma DRS DOC,71065
Oklahoma DRS DOC,71065
Oklahoma DRS DOC,71065
Oklahoma DRS DOC,OKDOC
Old Republic Insurance Company,24147
Old Surety Life Insurance Co,29237
OLOLRMC Uninsured Patient Services Program,OLRMC
Olympus Managed Health Care (OMHC),65074
Olympus Managed Health Care (OMHC),65074
​​OMNI Administrators,OMNIA
"Omni Healthcare - Humboldt Del Norte, California",HDNFC
"Omni Healthcare - Humboldt Del Norte, California",HDNFC
OMNI IPA,36090
OMNI IPA,36090
Omnicare Medical Group (OMNI),OMN02
Omnicare Medical Group (OMNI),OMN02
Omnicare Medical Group (OMNI),OMN02
Omnicare Medical Group (OMNI),OMNI
Oncology Network of Orange County,ONOCI
Oncology Physicians Network CA PC,OPNC1
Oncology Physicians Network CA PC,OPNC1
One Beacon,20621
One Call Medical,22321
One Call Medical,22321
One Call Medical - Diagnostic,J3941
One Call Physical Therapy (formerly Align Network),J1716
One Care Connect (OCC),CALOP
One Care Connect (OCC),CALOP
One Care Connect (OCC),CALOP
One Care Connect LTC (OCC),COLTC
One Health Plan,62308
One Health Plan,62308
One Health Plan,62308
One Health Plan of California,95379
One Health Plan of Colorado,95412
"One HomeCare Solutions	",ONEHC
"One HomeCare Solutions	",ONEHC
OneCare (OC),CALOP
OneCare (OC),CALOP
OneCare (OC) ,CALOP
OneNet PPO (formerly Alliance PPO & MAPSI),52149
OneNet PPO (formerly Alliance PPO & MAPSI),52149
"OnLok Senior Health Services, Inc.",99485
"OnLok Senior Health Services, Inc.",99485
OnTrak Health,95280
OPEIU Locals 30& 537,BPA01
Operating Engineers Health & Welfare Fund ,OEL12
Operating Engineers Local #53,74234
Operating Engineers Local 501 of California,BC001
Operating Engineers Local 501 of California,BC001
Operating Engineers Local 501 of California,BC001
"Operating Engineers Locals 302 & 612 Health & Security Fund,  Group # F12",91136
"Operating Engineers Locals 302 & 612 Health & Security Fund,  Group # F12",91136
"Operating Engineers Locals 302 & 612 Health & Security Fund, Grp. #F12",ATPA1
Ophthalmic Health Alliance,SJMM1
Opticare of Utah,OPCAU
Optima Insurance Company,54154
Optima Insurance Company,54154
Optima Insurance Company,54154
Optima/Sentara,10569
Optimed,96277
Optimed,96277
Optimum Healthcare,20133
Optimum Healthcare,20133
Optimum Healthcare,20133
Options Health Plan,91131
Options Health Plan,91131
Optum – Complex Medical Conditions (CMC) (FKA OptumHealth),OPTUM-HEALTH
Optum – Complex Medical Conditions (CMC) (formerly OptumHealth Care Solutions and United Resource Networks),41194
Optum – Complex Medical Conditions (CMC) (formerly OptumHealth Care Solutions and United Resource Networks),41194
Optum – Complex Medical Conditions (CMC) (formerly OptumHealth Care Solutions and United Resource Networks),41194
Optum / Salt Lake County (Medicaid),U6885
Optum / Salt Lake County (Medicaid),U6885
Optum Care Network,OCN01
Optum Care Network,OCN01
Optum Care Network,OCN01
Optum Care Network - Empire Physicians MG,IP079
Optum Care Network - Empire Physicians MG,IP079
Optum Care Network - Empire Physicians MG,IP079
Optum Care Network - Primecare Medical Group,IP079
Optum Care Network - Primecare Medical Group,IP079
Optum Care Network - Primecare Medical Group,IP079
Optum Care Network – Inland Faculty Medical Group,MPM70
Optum Care Network – Inland Faculty Medical Group,MPM70
Optum Care Network–Corona,IP079
Optum Care Network–Corona,IP079
Optum Care Network–Corona,IP079
Optum Care Network–Hemet Valley,IP079
Optum Care Network–Hemet Valley,IP079
Optum Care Network–Hemet Valley,IP079
Optum Care Network–Inland Valley,IP079
Optum Care Network–Inland Valley,IP079
Optum Care Network–Inland Valley,IP079
Optum Care Network–Moreno Valley,IP079
Optum Care Network–Moreno Valley,IP079
Optum Care Network–Moreno Valley,IP079
Optum Care Network–Redlands,IP079
Optum Care Network–Redlands,IP079
Optum Care Network–Redlands,IP079
Optum Care Network–Riverside,IP079
Optum Care Network–Riverside,IP079
Optum Care Network–Riverside,IP079
Optum Care Network–Southwestern Valleys,IP079
Optum Care Network–Southwestern Valleys,IP079
Optum Care Network–Southwestern Valleys,IP079
Optum Care Network–Sun City,IP079
Optum Care Network–Sun City,IP079
Optum Care Network–Sun City,IP079
Optum Care Network–Valley Physicians,IP079
Optum Care Network–Valley Physicians,IP079
Optum Care Network–Valley Physicians,IP079
Optum Maryland Behavioral Health,OMDBH
Optum Maryland Behavioral Health,OMDBH
Optum Maryland Behavioral Health,OMDBH
Optum MedicalRx,ORXM1
Optum San Diego Public Sector,OSDPS
Optum Speciality,52133
Optum United Health Behavioral Solutions,OPTUM-UNITED-BH
"OptumCare / AZ, UT (formerly Optum Med Network & Lifeprint)",OPTCARE
"OptumCare / AZ, UT (formerly Optum Medical Network & Lifeprint Network)",LIFE1
"OptumCare / AZ, UT (formerly Optum Medical Network & Lifeprint Network)",LIFE1
"OptumCare / AZ, UT (formerly Optum Medical Network & Lifeprint Network)",LIFE1
"OptumCare / AZ, UT (formerly Optum Medical Network & Lifeprint Network)",OPTUMCARE
OptumCare Network - Monarch,IP095
OptumCare Network - Monarch,IP095
OptumHealth / OptumHealth Behavioral Solutions (formerly United Behavioral Health [UBH] and PacifiCare Behavioral Health ),87726
OptumHealth / OptumHealth Behavioral Solutions (formerly United Behavioral Health [UBH] and PacifiCare Behavioral Health ),87726
OptumHealth / OptumHealth Behavioral Solutions (formerly United Behavioral Health [UBH] and PacifiCare Behavioral Health ),87726
OptumHealth / OptumHealth Behavioral Solutions of NM,87726
OptumHealth / OptumHealth Behavioral Solutions of NM,87726
OptumHealth / OptumHealth Behavioral Solutions of NM,87726
OptumHealth / OptumHealth Behavioral Solutions of NM,OPTUM-HEALTH-BSNM
OptumHealth / OptumHealth Physical Health (includes Oxford) (Formerly ACN),41161
OptumHealth / OptumHealth Physical Health (includes Oxford) (Formerly ACN),41161
OptumHealth / OptumHealth Physical Health (includes Oxford) (Formerly ACN),41161
OptumHealth Behavioral Solutions (FKA PacifiCare BH & UBH),OPTUM-HEALTH-PACBH
Opus MedStrategies,94564
Opus MedStrategies,94564
Opyn Market,J4261
Orange Coast Memorial IPA,IP095
Orange Coast Memorial IPA,IP095
Orange County Advantage Medical Group,HSM01
Orange County Advantage Medical Group,HSM01
Orange County Fire Authority - CORVEL,J1876
Orchid Medical/Careworks Sedgwick,J4094
Oregon State Accident Insurance Fund (SAIF) Corporation,J1720
Oscar Health,OSCAR
Oscar Health,OSCAR
Oscar Health,OSCAR
Oscar Health,OSCAR
OSF Health Plans,62171
OSF Health Plans,62171
​OSF Healthcare Central,OSFC9
​OSF Healthcare Central,OSFC9
​OSF Healthcare East,OSFE9
​OSF Healthcare East,OSFE9
"OSI Group, LLC - CORVEL",J1904
Oxford Health Plans,06111
Oxford Health Plans,06111
Oxford Life Insurance Company,OXFORD-LIFE
P.R.I.M.E. Benefit Systems Inc.,DX106
P.S.E.W. Trust,91131
P.S.E.W. Trust,91131
P3 Health Partners Arizona,58375
P3 Health Partners Arizona,58375
P3 Health Partners Nevada,58379
P3 Health Partners Nevada,58379
PA Health and Wellness (Centene),68069
PA Health and Wellness (Centene),68069
PA Health and Wellness (Centene),68069
PACE Center,CALOP
PACE Center,CALOP
PACE Center,CALOP
PACE Center LTC,COLTC
PACE Greater New Orleans,21614
PACE Greater New Orleans,21614
PACE of the Triad,TRI01
PACE of the Triad,TRI01
PACE of the Triad,TRI01
PACE Southeast Michigan,86711
PACE Southeast Michigan,86711
Pace Your Life,98472
Pace Your Life,98472
Pacific Associates IPA,PAIPA
Pacific Associates IPA,PAIPA
Pacific Compensation Insurance Company,J1913
Pacific Health MSO,PHM10
Pacific Healthcare IPA,PROSP
Pacific Healthcare IPA,PROSP
Pacific IPA,NMM01
Pacific IPA,NMM01
Pacific IPA,NMM01
"Pacific Medical Centers (PACMED USFHP)	",87347
"Pacific Medical Centers (PACMED USFHP)	",87347
Pacific Senior Medical Group,PSMG1
Pacific Senior Medical Group,PSMG1
Pacific Source Health Plan,10375
Pacific Southwest Administrators (PSWA),75309
Pacific Southwest Administrators (PSWA),75309
Pacific Southwest Administrators (PSWA),75309
Pacific Sunwear - CORVEL,J1805
Pacific Union Dental,DX066
Pacifica of the Valley Hospital,MPM50
Pacifica of the Valley Hospital,MPM50
PacifiCare Dental and Vision HMO Claims,CX060
PacifiCare Dental and Vision PPO-IND,CX053
PacificSource Community Solutions,20416
PacificSource Community Solutions,20416
PacificSource Community Solutions,20416
PacificSource Community Solutions,PSCS
PacificSource Health Plans,93029
PacificSource Health Plans,93029
PacificSource Health Plans,93029
PacificSource Health Plans,PSHP
PacificSource Medicare,20377
PacificSource Medicare,20377
PacificSource Medicare,20377
PacificSource Medicare,PSMCR
Painters Union Insurance Fund,53483
Painters Union Insurance Fund,53483
"Paladin Managed Care Services, Inc.",J1475
PALMS Casino Resort (Admin by LIBERTY Dental Plan),LDP19
Palomar Pomerado Hospital,CAPMN
Palomar Pomerado Hospital,CAPMN
Palomar Pomerado Hospital,CAPMN
Pan American Life Insurance,PALI
Pan American Life Insurance Group,04218
Pan American Life Insurance Group,04218
Pan American Life Insurance Group,04218
Pan American Life Insurance Group,PAMPR
Pan American Life Insurance Group Puerto Rico,PALPR
